date,shop_id,product_id,product_name,category,weather_dependency,temperature,humidity,rainfall,demand,day_of_week,month,day,previous_day_sales,rolling_7day_sales
2025-06-08,S001,P001,Coca Cola,Beverages,High,28.9,81,0.1,7,6,6,8,25.0,16.571428571428573
2025-06-09,S001,P001,Coca Cola,Beverages,High,28.4,81,0.8,28,0,6,9,7.0,16.0
2025-06-10,S001,P001,Coca Cola,Beverages,High,27.3,87,0.0,7,1,6,10,28.0,18.571428571428573
2025-06-11,S001,P001,Coca Cola,Beverages,High,26.2,92,9.9,30,2,6,11,7.0,16.571428571428573
2025-06-12,S001,P001,Coca Cola,Beverages,High,27.0,91,27.9,24,3,6,12,30.0,18.0
2025-06-13,S001,P001,Coca Cola,Beverages,High,26.1,94,21.1,19,4,6,13,24.0,19.714285714285715
2025-06-14,S001,P001,Coca Cola,Beverages,High,25.8,94,65.0,30,5,6,14,19.0,20.0
2025-06-15,S001,P001,Coca Cola,Beverages,High,24.6,97,43.9,32,6,6,15,30.0,20.714285714285715
2025-06-16,S001,P001,Coca Cola,Beverages,High,25.4,92,42.9,21,0,6,16,32.0,24.285714285714285
2025-06-17,S001,P001,Coca Cola,Beverages,High,27.1,88,10.9,20,1,6,17,21.0,23.285714285714285
2025-06-18,S001,P001,Coca Cola,Beverages,High,27.3,86,4.1,28,2,6,18,20.0,25.142857142857142
2025-06-19,S001,P001,Coca Cola,Beverages,High,27.5,86,5.1,13,3,6,19,28.0,24.857142857142858
2025-06-20,S001,P001,Coca Cola,Beverages,High,27.8,84,3.0,20,4,6,20,13.0,23.285714285714285
2025-06-21,S001,P001,Coca Cola,Beverages,High,28.1,86,2.0,26,5,6,21,20.0,23.428571428571427
2025-06-22,S001,P001,Coca Cola,Beverages,High,27.7,84,4.1,20,6,6,22,26.0,22.857142857142858
2025-06-23,S001,P001,Coca Cola,Beverages,High,27.3,84,2.0,8,0,6,23,20.0,21.142857142857142
2025-06-24,S001,P001,Coca Cola,Beverages,High,28.1,87,0.0,26,1,6,24,8.0,19.285714285714285
2025-06-25,S001,P001,Coca Cola,Beverages,High,27.9,90,6.1,19,2,6,25,26.0,20.142857142857142
2025-06-26,S001,P001,Coca Cola,Beverages,High,24.9,94,13.0,16,3,6,26,19.0,18.857142857142858
2025-06-27,S001,P001,Coca Cola,Beverages,High,27.5,85,25.9,17,4,6,27,16.0,19.285714285714285
2025-06-28,S001,P001,Coca Cola,Beverages,High,27.1,84,0.0,20,5,6,28,17.0,18.857142857142858
2025-06-29,S001,P001,Coca Cola,Beverages,High,27.2,85,16.0,25,6,6,29,20.0,18.0
2025-06-30,S001,P001,Coca Cola,Beverages,High,27.9,82,0.0,12,0,6,30,25.0,18.714285714285715
2025-07-01,S001,P001,Coca Cola,Beverages,High,27.4,83,0.3,31,1,7,1,12.0,19.285714285714285
2025-07-02,S001,P001,Coca Cola,Beverages,High,27.1,83,1.0,24,2,7,2,31.0,20.0
2025-07-03,S001,P001,Coca Cola,Beverages,High,27.3,82,0.3,19,3,7,3,24.0,20.714285714285715
2025-07-04,S001,P001,Coca Cola,Beverages,High,27.8,82,0.0,24,4,7,4,19.0,21.142857142857142
2025-07-05,S001,P001,Coca Cola,Beverages,High,28.2,77,0.0,19,5,7,5,24.0,22.142857142857142
2025-07-06,S001,P001,Coca Cola,Beverages,High,27.2,84,0.8,12,6,7,6,19.0,22.0
2025-07-07,S001,P001,Coca Cola,Beverages,High,27.9,85,10.9,34,0,7,7,12.0,20.142857142857142
2025-07-08,S001,P001,Coca Cola,Beverages,High,28.3,83,1.0,14,1,7,8,34.0,23.285714285714285
2025-07-09,S001,P001,Coca Cola,Beverages,High,28.3,80,0.0,13,2,7,9,14.0,20.857142857142858
2025-07-10,S001,P001,Coca Cola,Beverages,High,28.7,79,0.0,21,3,7,10,13.0,19.285714285714285
2025-07-11,S001,P001,Coca Cola,Beverages,High,28.0,82,0.0,15,4,7,11,21.0,19.571428571428573
2025-07-12,S001,P001,Coca Cola,Beverages,High,27.0,84,9.9,21,5,7,12,15.0,18.285714285714285
2025-07-13,S001,P001,Coca Cola,Beverages,High,27.1,85,0.3,16,6,7,13,21.0,18.571428571428573
2025-07-14,S001,P001,Coca Cola,Beverages,High,26.5,87,2.0,28,0,7,14,16.0,19.142857142857142
2025-07-15,S001,P001,Coca Cola,Beverages,High,25.8,89,3.0,32,1,7,15,28.0,18.285714285714285
2025-07-16,S001,P001,Coca Cola,Beverages,High,25.2,92,8.9,18,2,7,16,32.0,20.857142857142858
2025-07-17,S001,P001,Coca Cola,Beverages,High,25.4,90,6.1,31,3,7,17,18.0,21.571428571428573
2025-07-18,S001,P001,Coca Cola,Beverages,High,25.7,89,3.0,17,4,7,18,31.0,23.0
2025-07-19,S001,P001,Coca Cola,Beverages,High,25.0,93,39.9,19,5,7,19,17.0,23.285714285714285
2025-07-20,S001,P001,Coca Cola,Beverages,High,24.3,95,5.1,6,6,7,20,19.0,23.0
2025-07-21,S001,P001,Coca Cola,Beverages,High,25.5,92,30.0,33,0,7,21,6.0,21.571428571428573
2025-07-22,S001,P001,Coca Cola,Beverages,High,26.0,91,0.8,16,1,7,22,33.0,22.285714285714285
2025-07-23,S001,P001,Coca Cola,Beverages,High,25.1,91,9.9,11,2,7,23,16.0,20.0
2025-07-24,S001,P001,Coca Cola,Beverages,High,24.5,93,6.1,14,3,7,24,11.0,19.0
2025-07-25,S001,P001,Coca Cola,Beverages,High,25.1,92,17.0,21,4,7,25,14.0,16.571428571428573
2025-07-26,S001,P001,Coca Cola,Beverages,High,24.5,93,27.9,27,5,7,26,21.0,17.142857142857142
2025-07-27,S001,P001,Coca Cola,Beverages,High,27.3,84,4.1,14,6,7,27,27.0,18.285714285714285
2025-07-28,S001,P001,Coca Cola,Beverages,High,28.2,78,0.0,22,0,7,28,14.0,19.428571428571427
2025-07-29,S001,P001,Coca Cola,Beverages,High,27.7,80,0.3,19,1,7,29,22.0,17.857142857142858
2025-07-30,S001,P001,Coca Cola,Beverages,High,27.6,82,0.0,21,2,7,30,19.0,18.285714285714285
2025-07-31,S001,P001,Coca Cola,Beverages,High,27.0,85,3.0,18,3,7,31,21.0,19.714285714285715
2025-08-01,S001,P001,Coca Cola,Beverages,High,27.1,84,2.0,24,4,8,1,18.0,20.285714285714285
2025-08-02,S001,P001,Coca Cola,Beverages,High,26.4,87,1.0,14,5,8,2,24.0,20.714285714285715
2025-08-03,S001,P001,Coca Cola,Beverages,High,23.9,90,0.0,9,6,8,3,14.0,18.857142857142858
2025-08-04,S001,P001,Coca Cola,Beverages,High,26.5,84,8.9,19,0,8,4,9.0,18.142857142857142
2025-08-05,S001,P001,Coca Cola,Beverages,High,26.2,87,13.0,17,1,8,5,19.0,17.714285714285715
2025-08-06,S001,P001,Coca Cola,Beverages,High,26.8,82,0.5,9,2,8,6,17.0,17.428571428571427
2025-08-07,S001,P001,Coca Cola,Beverages,High,26.7,84,0.0,23,3,8,7,9.0,15.714285714285714
2025-08-08,S001,P001,Coca Cola,Beverages,High,27.2,83,4.5,32,4,8,8,23.0,16.428571428571427
2025-08-09,S001,P001,Coca Cola,Beverages,High,27.0,86,1.7,12,5,8,9,32.0,17.571428571428573
2025-08-10,S001,P001,Coca Cola,Beverages,High,26.8,87,1.8,12,6,8,10,12.0,17.285714285714285
2025-08-11,S001,P001,Coca Cola,Beverages,High,26.3,89,0.5,27,0,8,11,12.0,17.714285714285715
2025-08-12,S001,P001,Coca Cola,Beverages,High,26.9,88,0.3,26,1,8,12,27.0,18.857142857142858
2025-08-13,S001,P001,Coca Cola,Beverages,High,26.2,88,0.0,6,2,8,13,26.0,20.142857142857142
2025-08-14,S001,P001,Coca Cola,Beverages,High,26.3,90,10.9,36,3,8,14,6.0,19.714285714285715
2025-08-15,S001,P001,Coca Cola,Beverages,High,26.9,89,24.9,22,4,8,15,36.0,21.571428571428573
2025-08-16,S001,P001,Coca Cola,Beverages,High,25.8,89,1.0,7,5,8,16,22.0,20.142857142857142
2025-08-17,S001,P001,Coca Cola,Beverages,High,26.7,91,21.1,12,6,8,17,7.0,19.428571428571427
2025-08-18,S001,P001,Coca Cola,Beverages,High,27.3,88,1.0,19,0,8,18,12.0,19.428571428571427
2025-08-19,S001,P001,Coca Cola,Beverages,High,27.6,82,0.3,18,1,8,19,19.0,18.285714285714285
2025-08-20,S001,P001,Coca Cola,Beverages,High,27.5,80,0.0,5,2,8,20,18.0,17.142857142857142
2025-08-21,S001,P001,Coca Cola,Beverages,High,27.4,78,0.2,21,3,8,21,5.0,17.0
2025-08-22,S001,P001,Coca Cola,Beverages,High,27.6,81,0.3,16,4,8,22,21.0,14.857142857142858
2025-08-23,S001,P001,Coca Cola,Beverages,High,27.7,82,0.2,24,5,8,23,16.0,14.0
2025-08-24,S001,P001,Coca Cola,Beverages,High,27.8,81,0.7,13,6,8,24,24.0,16.428571428571427
2025-08-25,S001,P001,Coca Cola,Beverages,High,28.0,79,0.0,30,0,8,25,13.0,16.571428571428573
2025-08-26,S001,P001,Coca Cola,Beverages,High,27.4,82,1.7,21,1,8,26,30.0,18.142857142857142
2025-08-27,S001,P001,Coca Cola,Beverages,High,26.6,84,8.1,23,2,8,27,21.0,18.571428571428573
2025-08-28,S001,P001,Coca Cola,Beverages,High,26.3,88,16.0,13,3,8,28,23.0,21.142857142857142
2025-08-29,S001,P001,Coca Cola,Beverages,High,26.3,89,17.7,24,4,8,29,13.0,20.0
2025-08-30,S001,P001,Coca Cola,Beverages,High,26.4,89,5.7,17,5,8,30,24.0,21.142857142857142
2025-08-31,S001,P001,Coca Cola,Beverages,High,26.8,86,4.3,26,6,8,31,17.0,20.142857142857142
2025-09-01,S001,P001,Coca Cola,Beverages,High,27.0,85,3.9,27,0,9,1,26.0,22.0
2025-09-02,S001,P001,Coca Cola,Beverages,High,27.5,83,1.0,16,1,9,2,27.0,21.571428571428573
2025-09-03,S001,P001,Coca Cola,Beverages,High,27.3,84,2.0,33,2,9,3,16.0,20.857142857142858
2025-09-04,S001,P001,Coca Cola,Beverages,High,27.3,83,0.4,17,3,9,4,33.0,22.285714285714285
2025-09-05,S001,P001,Coca Cola,Beverages,High,27.5,81,0.2,17,4,9,5,17.0,22.857142857142858
2025-09-06,S001,P001,Coca Cola,Beverages,High,27.8,81,0.3,7,5,9,6,17.0,21.857142857142858
2025-09-07,S001,P001,Coca Cola,Beverages,High,27.8,82,1.0,10,6,9,7,7.0,20.428571428571427
2025-09-08,S001,P001,Coca Cola,Beverages,High,28.0,80,0.0,22,0,9,8,10.0,18.142857142857142
2025-09-09,S001,P001,Coca Cola,Beverages,High,28.4,80,0.5,18,1,9,9,22.0,17.428571428571427
